dataset,notes,typo?,id,sentence,judgement
Adger,,,ch5.37.g.05,Paul said he would buy a car and buy a car he will.,-0.02518
Adger,,,ch5.37.g.06,Mona said she would pay her bill and pay her bill she will.,0.11879
Adger,,,ch5.37.g.07,Francis said he would pass the class and pass the class he will.,-0.04244
Adger,,,ch5.37.g.08,Tania said she could hit a home run and hit a home run she will.,-0.14654
Adger,,,ch5.38.*.01,Benjamin said he ran away and ran away he.,-0.84696
Adger,,,ch5.38.*.02,Madeleine said she caught the sardines and caught the sardines she.,-0.8117
Adger,,,ch5.38.*.03,Tom said he won the trophy and won the trophy he.,-0.56937
Adger,,,ch5.38.*.04,Sally said she organized the meeting and organized the meeting she.,-0.74114
Adger,,,ch5.38.*.05,Paul said he bought a car and bought a car he.,-0.87351
Adger,,,ch5.38.*.06,Mona said she paid her bill and paid her bill she.,-0.89787
Adger,,,ch5.38.*.07,Francis said he passed the class and passed the class he.,-1.10578
Adger,,,ch5.38.*.08,Tania said she hit a home run and hit a home run she.,-0.80139
Adger,,,ch5.39.g.01,Benjamin said he ran away and ran away he did.,-0.12579
Adger,,,ch5.39.g.02,Madeleine said she caught the sardines and caught the sardines she did.,-0.33656
Adger,,,ch5.39.g.03,Tom said he won the trophy and won the trophy he did.,-0.34042
Adger,,,ch5.39.g.04,Sally said she organized the meeting and organized the meeting she did.,0.135089
Adger,,,ch5.39.g.05,Paul said he bought a car and bought a car he did.,-0.09233
Adger,,,ch5.39.g.06,Mona said she paid her bill and paid her bill she did.,-0.1084
Adger,,,ch5.39.g.07,Francis said he passed the class and passed the class he did.,-0.38121
Adger,,,ch5.39.g.08,Tania said she hit a home run and hit a home run she did.,-0.21848
Adger,,,ch5.45-46.*.01,She tried to left.,-0.75172
Adger,,,ch5.45-46.*.02,We wanted to ate cake.,-0.78512
Adger,,,ch5.45-46.*.03,He promised to behaved.,0.183285
Adger,,,ch5.45-46.*.04,I asked to joined the group.,-0.65085
Adger,,,ch5.45-46.*.05,He asked to was removed from the list.,-1.01389
Adger,,,ch5.45-46.*.06,I promised to helped after school.,0.359241
Adger,,,ch5.45-46.*.07,She wanted to took a vacation.,-1.03673
Adger,,,ch5.45-46.*.08,We tried to explained ourselves.,0.404236
Adger,,,ch5.47-48.*.01,She tried to may leave.,-0.9752
Adger,,,ch5.47-48.*.02,We wanted to can eat cake.,-1.20862
Adger,,,ch5.47-48.*.03,He promised to will behave.,-0.89871
Adger,,,ch5.47-48.*.04,I asked to must join the group.,-1.15754
Adger,,,ch5.47-48.*.05,He asked to must be removed from the list.,-1.04231
Adger,,,ch5.47-48.*.06,I promised to will help after school.,-0.68478
Adger,,,ch5.47-48.*.07,She wanted to can take a vacation.,-1.07792
Adger,,,ch5.47-48.*.08,We tried to may explain ourselves.,-1.07429
Adger,,,ch5.49.*.01,She tried to do leave.,-1.02573
Adger,,,ch5.49.*.02,Wanted to do eat cake.,-1.15611
Adger,,,ch5.49.*.03,He promised to do behave.,-1.03
Adger,,,ch5.49.*.04,I asked to do join the group.,-0.90027
Adger,,,ch5.49.*.05,He asked to do be removed from the list.,1.072784
Adger,,,ch5.49.*.06,I promised to do help after school.,-0.47902
Adger,,,ch5.49.*.07,She wanted to do take a vacation.,-0.77122
Adger,,,ch5.49.*.08,We tried to do explain ourselves.,0.000741
Adger,,,ch5.50.g.01,Casey wanted to sleep and Marcy tried to as well.,0.232076
Adger,,,ch5.50.g.02,Mark promised to visit and Ben agreed to as well.,0.238804
Adger,,,ch5.50.g.03,Sarah asked to be excused and Larry wanted to as well.,-0.05516
Adger,,,ch5.50.g.04,Penny wanted to cook dinner and Dana asked to as well.,0.047932
Adger,,,ch5.50.g.05,Beth promised to return the book and Anna agreed to as well.,0.783311
Adger,,,ch5.50.g.06,Kurt asked to borrow some money and William wanted to as well.,0.384822
Adger,,,ch5.50.g.07,Paul wanted to drive the new car and Frank asked to as well.,0.39014
Adger,,,ch5.50.g.08,Vivian promised to watche the kids and Neil agreed to as well.,0.119879
Adger,,,ch5.51.*.01,Casey wanted to sleep and Marcy tried to do.,-0.80385
Adger,,,ch5.51.*.02,Mark promised to visit and Ben agreed to do.,-0.20063
Adger,,,ch5.51.*.03,Sarah asked to be excused and Larry wanted to do.,-0.43919
Adger,,,ch5.51.*.04,Penny wanted to cook dinner and Dana asked to do.,-0.81137
Adger,,,ch5.51.*.05,Beth promised to return the book and Anna agreed to do.,-0.37076
Adger,,,ch5.51.*.06,Kurt asked to borrow some money and William wanted to do.,-0.95895
Adger,,,ch5.51.*.07,Paul wanted to drive the new car and Frank asked to do.,-0.72248
Adger,,,ch5.51.*.08,Vivian promised to watche the kids and Neil agreed to do.,-0.52177
Adger,,,ch5.8.*.01,George seek may Isabelle.,-1.17682
Adger,,,ch5.8.*.02,Brian call must Susan.,-0.16167
Adger,,,ch5.8.*.03,Caroline bake can cupcakes.,-1.18816
Adger,,,ch5.8.*.04,Richard stay should home today.,0.133067
Adger,,,ch5.8.*.05,Alicia find will a new job.,-0.40414
Adger,,,ch5.8.*.06,Kelly forget may her homework.,-1.00484
Adger,,,ch5.8.*.07,Sam lift can 300 pounds.,0.055913
Adger,,,ch5.8.*.08,Cassandra be must home before midnight.,0.05864
Adger,,,ch5.8.g.01,George may seek Isabelle.,0.087628
Adger,,,ch5.8.g.02,Brian must call Susan.,1.119123
Adger,,,ch5.8.g.03,Caroline can bake cupcakes.,0.879274
Adger,,,ch5.8.g.04,Richard should stay home today.,0.987063
Adger,,,ch5.8.g.05,Alicia will find a new job.,1.012645
Adger,,,ch5.8.g.06,Kelly may forget her homework.,0.596586
Adger,,,ch5.8.g.07,Sam can lift 300 pounds.,1.228765
Adger,,,ch5.8.g.08,Cassandra must be home before midnight.,1.230386
Adger,,,ch5.81-82.*.01,I have might be eating dinner.,-0.90775
Adger,,,ch5.81-82.*.02,I could be have reading the newspaper.,-0.54505
Adger,,,ch5.81-82.*.03,I have been should walking to work.,-0.5933
Adger,,,ch5.81-82.*.04,I be would have asking for help.,-1.26608
Adger,,,ch5.81-82.*.05,She have would be wearing a red hat.,-0.94807
Adger,,,ch5.81-82.*.06,She should be have holding my hand.,-0.82546
Adger,,,ch5.81-82.*.07,She have been could finishing her homework.,-0.06673
Adger,,,ch5.81-82.*.08,She be might have watching television.,-0.95031
Adger,,,ch5.84.*.01,"I'd planned to have finished, and have finished I did.",-0.71259
Adger,,,ch5.84.*.02,"I'd planned to have succeeded, and have succeeded I did.",-0.80218
Adger,,,ch5.84.*.03,"I'd planned to have won, and have won I did.",-0.55297
Adger,,,ch5.84.*.04,"I'd planned to have graduated, and have graduated I did.",-0.7667
Adger,,,ch5.84.*.05,"I'd planned to have triumphed, and have triumphed I did.",-0.57899
Adger,,,ch5.84.*.06,"I'd planned to have escaped, and have escaped I did.",-0.55936
Adger,,,ch5.84.*.07,"I'd planned to have motivated them, and have motivated them I did.",-0.88146
Adger,,,ch5.84.*.08,"I'd planned to have secured the contract, and have secured the contract I did.",-0.54446
Adger,,,ch5.84.g.01,"I'd planned to have finished, and finished I have",-0.37834
Adger,,,ch5.84.g.02,"I'd planned to have succeeded, and succeeded I have.",-0.36627
Adger,,,ch5.84.g.03,"I'd planned to have won, and won I have.",-0.46973
Adger,,,ch5.84.g.04,"I'd planned to have graduated, and graduated I have.",-0.65288
Adger,,,ch5.84.g.05,"I'd planned to have triumphed, and triumphed I have.",0.090846
Adger,,,ch5.84.g.06,"I'd planned to have escaped, and escaped I have.",-0.33859
Adger,,,ch5.84.g.07,"I'd planned to have motivated them, and motivated them I have.",-0.13184
Adger,,,ch5.84.g.08,"I'd planned to have secured the contract, and secured the contract I have.",-0.38996
Adger,,,ch5.9.*.01,What George does is may seek Isabelle.,-1.25801
Adger,,,ch5.9.*.02,What Brian does is must call Susan.,-0.62999
Adger,,,ch5.9.*.03,What Caroline does is can bake cupcakes.,-0.82968
Adger,,,ch5.9.*.04,What Richard does is should stay home today.,-1.15947
Adger,,,ch5.9.*.05,What Alicia does is will find a new job.,-0.98463
Adger,,,ch5.9.*.06,What Kelly does is may forget her homework.,-1.04608
Adger,,,ch5.9.*.07,What San does is can lift 300 pounds.,-0.63061
Adger,,,ch5.9.*.08,What Cassandra does is must be home before midnight.,-1.10374
Adger,,,ch5.9.g.01,What George may do is seek Isabelle.,-0.63398
Adger,,,ch5.9.g.02,What Brian must do is call Susan.,0.756177
Adger,,,ch5.9.g.03,What Caroline can do is bake cupcakes.,0.389086
Adger,,,ch5.9.g.04,What Richard should do is stay home today.,0.525138
Adger,,,ch5.9.g.05,What Alicia will do is find a new job.,0.237384
Adger,,,ch5.9.g.06,What Kelly may do is forget her homework.,-0.0374
Adger,,,ch5.9.g.07,What Sam can do is lift 300 pounds.,0.215368
Adger,,,ch5.9.g.08,What Cassandra must do is be home before midnight.,0.193504
Adger,,,ch5.92.g.01,Jason has been arguing with Noel.,1.034659
Adger,,,ch5.92.g.02,Carrie has been baking brownies.,0.692446
Adger,,,ch5.92.g.03,Heather has been grading homework.,0.803851
Adger,,,ch5.92.g.04,Michael has been helping Pat.,1.430652
Adger,,,ch5.92.g.05,Jessie has been giving me advice.,0.995827
Adger,,,ch5.92.g.06,Nathan has been running the company.,0.334478
Adger,,,ch5.92.g.07,Allison has been meeting with patients.,0.821393
Adger,,,ch5.92.g.08,Jack has been investigating crimes.,1.249632
Adger,,,ch5.93.*.01,Jason is having argued with Noel.,-0.97393
Adger,,,ch5.93.*.02,Carrie is having baked brownies.,0.335877
Adger,,,ch5.93.*.03,Heather is having graded homework.,-0.78936
Adger,,,ch5.93.*.04,Michael is having helped Pat.,-0.70686
Adger,,,ch5.93.*.05,Jessis is having gived me advice.,-1.13097
Adger,,,ch5.93.*.06,Nathan is having ran the company.,-0.69445
Adger,,,ch5.93.*.07,Allison is having met with patients.,-0.88322
Adger,,,ch5.93.*.08,Jack is having investigated crimes.,-0.71482
Adger,,,ch5.ex77-80.g.01,I might have been eating dinner.,0.688522
Adger,,,ch5.ex77-80.g.02,I could have been reading the newspaper.,0.869624
Adger,,,ch5.ex77-80.g.03,I should have been walking to work.,1.112704
Adger,,,ch5.ex77-80.g.04,I would have been asking for help.,0.624847
Adger,,,ch5.ex77-80.g.05,She would have been wearing a red hat.,1.190986
Adger,,,ch5.ex77-80.g.06,She should have been holding my hand.,0.735268
Adger,,,ch5.ex77-80.g.07,She could have been finishing her homework.,1.111917
Adger,,,ch5.ex77-80.g.08,She might have been watching television.,1.451338
Adger,,,ch6.100.*.01,There arrived by Stan.,-1.13135
Adger,,,ch6.100.*.02,There fell by the earthquake.,-0.87312
Adger,,,ch6.100.*.03,There emerged by the committee.,-0.97742
Adger,,,ch6.100.*.04,There existed by the family.,-0.97164
Adger,,,ch6.100.*.05,There ensued by the candidates.,-0.99225
Adger,,,ch6.100.*.06,There arose by the relationship.,-1.03058
Adger,,,ch6.100.*.07,There shook by the earthquake.,-1.11542
Adger,,,ch6.100.*.08,There arrived by the general.,-0.91744
Adger,,,ch6.102.*.01,There were killed three men by the assassin.,-0.94478
Adger,,,ch6.102.*.02,There was adopted a kitten by the little boy.,-0.62344
Adger,,,ch6.102.*.03,There were refinanced two mortgages by the bank.,-0.80464
Adger,,,ch6.102.*.04,There were provided three meals by the soup kitchen.,-0.04737
Adger,,,ch6.102.*.05,There were destroyed ten homes by the fire.,-0.5071
Adger,,,ch6.102.*.06,There were closed four schools by the budget cuts.,-0.22003
Adger,,,ch6.102.*.07,There were performed six marriages by the minister.,-0.67277
Adger,,,ch6.102.*.08,There were robbed eight casinos by the criminals.,-0.65743
Adger,,,ch6.102.g.01,Three men were killed by the assasin.,1.034816
Adger,,,ch6.102.g.02,A kitten was adopted by the little boy.,0.93065
Adger,,,ch6.102.g.03,Two mortgages were refinanced by the bank.,0.587275
Adger,,,ch6.102.g.04,Three meals were provided by the soup kitchen.,1.230728
Adger,,,ch6.102.g.05,Ten homes were destroyed by the fire.,1.347587
Adger,,,ch6.102.g.06,Four schools were closed by the budget cuts.,1.428856
Adger,,,ch6.102.g.07,Six marriages were performed by the minister.,0.91389
Adger,,,ch6.102.g.08,Eight casinos were robbed by the criminals.,1.026895
Adger,,,ch6.106.*.01,Elliot quickly may free the animals.,-0.17371
Adger,,,ch6.106.*.02,Debbie slowly should adjust the volume.,0.192253
Adger,,,ch6.106.*.03,Lewis easily will pass the test.,0.431991
Adger,,,ch6.106.*.04,Matt suddenly may decide to leave.,0.026617
Adger,,,ch6.106.*.05,Tania thoroughly should check her work.,-0.34383
Adger,,,ch6.106.*.06,Jenny accurately will calculate the results.,0.501494
Adger,,,ch6.106.*.07,Nick safely will transport the cargo.,-0.05819
Adger,,,ch6.106.*.08,Dennis carefully must place the vase back on the shelf.,-0.05285
Adger,,,ch6.107.g.01,Elliot may quickly free the animals.,0.510237
Adger,,,ch6.107.g.02,Debbie should slowly adjust the volume.,0.765032
Adger,,,ch6.107.g.03,Lewis will easily pass the test.,0.617725
Adger,,,ch6.107.g.04,Matt may suddenly decide to leave.,0.908002
Adger,,,ch6.107.g.05,Tania should thoroughly check her work.,1.185908
Adger,,,ch6.107.g.06,Jenny will accurately calculate the results.,0.85683
Adger,,,ch6.107.g.07,Nick will safely transport the cargo.,0.989198
Adger,,,ch6.107.g.08,Dennis must carefully place the vase back on the shelf.,0.772795
Adger,,,ch6.108-109.g.01,Elliot could quickly have freed the animals.,0.139293
Adger,,,ch6.108-109.g.02,Debbie should slowly be adjusting the volume.,0.322452
Adger,,,ch6.108-109.g.03,Lewis would easily have passed the test.,0.827281
Adger,,,ch6.108-109.g.04,Matt could suddenly have decided to leave.,0.09571
Adger,,,ch6.108-109.g.05,Tania should thoroughly have checked her work.,0.555203
Adger,,,ch6.108-109.g.06,Jenny would accurately have calculatd the results.,0.345683
Adger,,,ch6.108-109.g.07,Nick would safely have transported the cargo.,0.295774
Adger,,,ch6.108-109.g.08,Dennis should carefully have placed the vase back on the shelf.,0.532484
Adger,,,ch6.112-113.*.01,Garry failed often calculus exams.,-0.48461
Adger,,,ch6.112-113.*.02,Ron captured quickly the flag.,-0.61959
Adger,,,ch6.112-113.*.03,Wendy won rarely arguments.,-1.19566
Adger,,,ch6.112-113.*.04,Sam read slowly the report.,-0.46086
Adger,,,ch6.112-113.*.05,Natalie lifted easily the weights.,0.163281
Adger,,,ch6.112-113.*.06,Fred drove safely the car.,-0.83336
Adger,,,ch6.112-113.*.07,Adrian replaced carefully the battery.,-0.84271
Adger,,,ch6.112-113.*.08,Tracy inspected thoroughly the damage.,-0.79763
Adger,,,ch6.112-113.g.01,Garry often failed calculus exams.,0.891803
Adger,,,ch6.112-113.g.02,Ron quickly captured the flag.,0.984628
Adger,,,ch6.112-113.g.03,Wendy rarely won arguments.,1.13614
Adger,,,ch6.112-113.g.04,Sam slowly read the report.,1.068747
Adger,,,ch6.112-113.g.05,Natalie easily lifted the weights.,1.169861
Adger,,,ch6.112-113.g.06,Fred safely drove the car.,0.775573
Adger,,,ch6.112-113.g.07,Adrian carefully replaced the battery.,0.849064
Adger,,,ch6.112-113.g.08,Tracy thoroughly inspected the damage.,1.075279
Adger,,,ch6.38.g.01,She has kissed her.,-0.03946
Adger,,,ch6.38.g.02,I offered them some tea.,0.962653
Adger,,,ch6.38.g.03,He has called him.,0.039216
Adger,,,ch6.38.g.04,They sent me a birthday card.,1.168763
Adger,,,ch6.38.g.05,We met him at the office.,0.914779
Adger,,,ch6.38.g.06,She told me to go home.,1.145309
Adger,,,ch6.38.g.07,He asked her to borrow the car.,0.905829
Adger,,,ch6.38.g.08,I invited them to the party.,1.286626
Adger,,,ch6.39.*.01,Her has kissed her.,-0.72088
Adger,,,ch6.39.*.02,Me offered them some tea.,-1.33739
Adger,,,ch6.39.*.03,Him has called him.,-1.22985
Adger,,,ch6.39.*.04,Them sent me a birthday card.,-1.09485
Adger,,,ch6.39.*.05,Us met him at the office.,-1.00977
Adger,,,ch6.39.*.06,Her told me to go home.,-0.74975
Adger,,,ch6.39.*.07,Him asked her to borrow the car.,-1.18437
Adger,,,ch6.39.*.08,Me invited them to the party.,-0.95671
Adger,,,ch6.40.*.01,She has kissed she.,-1.0015
Adger,,,ch6.40.*.02,I offered they some tea.,-0.85092
Adger,,,ch6.40.*.03,He has called he.,-1.26005
Adger,,,ch6.40.*.04,They sent I a birthday card.,-1.03201
Adger,,,ch6.40.*.05,We met he at the office.,-0.95981
Adger,,,ch6.40.*.06,She told I to go home.,-0.95271
Adger,,,ch6.40.*.07,He asked she to borrow the car.,-1.13454
Adger,,,ch6.40.*.08,I invited they to the party.,-1.08693
Adger,,,ch6.45a.*.01,There was he in the garden.,-0.57874
Adger,,,ch6.45a.*.02,There was she in the classroom.,-0.77607
Adger,,,ch6.45a.*.03,There were we at the concert.,-0.85568
Adger,,,ch6.45a.*.04,There was I at the meeting.,-0.72096
Adger,,,ch6.45a.*.05,There was I in the kitchen.,-0.35073
Adger,,,ch6.45a.*.06,There were we cleaning the house.,-0.98499
Adger,,,ch6.45a.*.07,There was she tending the bar.,-0.45119
Adger,,,ch6.45a.*.08,There was he grooming the dog.,-1.03638
Adger,,,ch6.45b.*.01,There was him in the garden.,-0.86618
Adger,,,ch6.45b.*.02,There was her in the classroom.,-0.84228
Adger,,,ch6.45b.*.03,There were us at the concert.,-1.14452
Adger,,,ch6.45b.*.04,There was me at the meeting.,-0.66316
Adger,,,ch6.45b.*.05,There was me in the kitchen.,-0.67991
Adger,,,ch6.45b.*.06,There were us cleaning the house.,-0.81233
Adger,,,ch6.45b.*.07,There was her tending the bar.,-0.50819
Adger,,,ch6.45b.*.08,There was him grooming the dog.,-0.96951
Adger,,,ch6.45c.g.01,There was a man in the garden.,1.063763
Adger,,,ch6.45c.g.02,There was a girl in the classroom.,1.400482
Adger,,,ch6.45c.g.03,There were two reporters at the concert.,1.272991
Adger,,,ch6.45c.g.04,There was a spy at the meeting.,1.23975
Adger,,,ch6.45c.g.05,There was a chef in the kitchen.,1.019271
Adger,,,ch6.45c.g.06,There were two people cleaning the house.,1.319466
Adger,,,ch6.45c.g.07,There was a woman tending the bar.,0.860494
Adger,,,ch6.45c.g.08,There was a boy grooming the dog.,0.660392
Adger,,,ch6.5-6.g.01,All the horses had escaped.,0.554209
Adger,,,ch6.5-6.g.02,Both the twins had attended the party.,0.420319
Adger,,,ch6.5-6.g.03,All the teachers had left for the holiday.,0.582947
Adger,,,ch6.5-6.g.04,Both the parents had arranged a babysitter.,0.319118
Adger,,,ch6.5-6.g.05,Both my hands had gone numb in the cold.,0.865451
Adger,,,ch6.5-6.g.06,All the employees had asked for a raise.,0.899443
Adger,,,ch6.5-6.g.07,Both my feet had become sore from hiking.,0.331655
Adger,,,ch6.5-6.g.08,All the students had completed the exam.,1.343982
Adger,,,ch6.58.*.01,Him has he known.,-1.17131
Adger,,,ch6.58.*.02,Her have I invited to dinner.,-0.71458
Adger,,,ch6.58.*.03,Me have they inspired.,-1.3089
Adger,,,ch6.58.*.04,Them has she inspired.,-1.01663
Adger,,,ch6.58.*.05,Them has she overestimated.,-0.86656
Adger,,,ch6.58.*.06,Me have they undermined.,-0.79383
Adger,,,ch6.58.*.07,Her have I congratulated.,-0.6517
Adger,,,ch6.58.*.08,Him has he confused.,-1.27367
Adger,,,ch6.58.g.01,He has known him.,0.073404
Adger,,,ch6.58.g.02,I have invited her to dinner.,1.315042
Adger,,,ch6.58.g.03,They have insired me.,0.147106
Adger,,,ch6.58.g.04,She has complimented them.,0.699869
Adger,,,ch6.58.g.05,She has overestimated them.,0.943097
Adger,,,ch6.58.g.06,They have undermined me.,1.098738
Adger,,,ch6.58.g.07,I have congratulated her.,0.653076
