dataset,notes,typo?,id,sentence,sent_length
Adger,,,ch5.84.*.07,"I'd planned to have motivated them, and have motivated them I did.",14
Adger,,,ch5.84.*.08,"I'd planned to have secured the contract, and have secured the contract I did.",16
Adger,,,ch5.84.g.01,"I'd planned to have finished, and finished I have",11
Adger,,,ch5.84.g.02,"I'd planned to have succeeded, and succeeded I have.",11
Adger,,,ch5.84.g.03,"I'd planned to have won, and won I have.",11
Adger,,,ch5.84.g.04,"I'd planned to have graduated, and graduated I have.",11
Adger,,,ch5.84.g.05,"I'd planned to have triumphed, and triumphed I have.",11
Adger,,,ch5.84.g.06,"I'd planned to have escaped, and escaped I have.",11
Adger,,,ch5.84.g.07,"I'd planned to have motivated them, and motivated them I have.",13
Adger,,,ch5.84.g.08,"I'd planned to have secured the contract, and secured the contract I have.",15
Adger,,,ch5.9.*.01,What George does is may seek Isabelle.,9
Adger,,,ch5.9.*.02,What Brian does is must call Susan.,9
Adger,,,ch5.9.*.03,What Caroline does is can bake cupcakes.,9
Adger,,,ch5.9.*.04,What Richard does is should stay home today.,10
Adger,,,ch5.9.*.05,What Alicia does is will find a new job.,11
Adger,,,ch5.9.*.06,What Kelly does is may forget her homework.,10
Adger,,,ch5.9.*.07,What San does is can lift 300 pounds.,10
Adger,,,ch5.9.*.08,What Cassandra does is must be home before midnight.,11
Adger,,,ch5.9.g.01,What George may do is seek Isabelle.,9
Adger,,,ch5.9.g.02,What Brian must do is call Susan.,9
Adger,,,ch5.9.g.03,What Caroline can do is bake cupcakes.,9
Adger,,,ch5.9.g.04,What Richard should do is stay home today.,10
Adger,,,ch5.9.g.05,What Alicia will do is find a new job.,11
Adger,,,ch5.9.g.06,What Kelly may do is forget her homework.,10
Adger,,,ch5.9.g.07,What Sam can do is lift 300 pounds.,10
Adger,,,ch5.9.g.08,What Cassandra must do is be home before midnight.,11
Adger,,,ch5.92.g.01,Jason has been arguing with Noel.,8
Adger,,,ch5.92.g.02,Carrie has been baking brownies.,7
Adger,,,ch5.92.g.03,Heather has been grading homework.,7
Adger,,,ch5.92.g.04,Michael has been helping Pat.,7
Adger,,,ch5.92.g.05,Jessie has been giving me advice.,8
Adger,,,ch5.92.g.06,Nathan has been running the company.,8
Adger,,,ch5.92.g.07,Allison has been meeting with patients.,8
Adger,,,ch5.92.g.08,Jack has been investigating crimes.,7
Adger,,,ch5.93.*.01,Jason is having argued with Noel.,8
Adger,,,ch5.93.*.02,Carrie is having baked brownies.,7
Adger,,,ch5.93.*.03,Heather is having graded homework.,7
Adger,,,ch5.93.*.04,Michael is having helped Pat.,7
Adger,,,ch5.93.*.05,Jessis is having gived me advice.,8
Adger,,,ch5.93.*.06,Nathan is having ran the company.,8
Adger,,,ch5.93.*.07,Allison is having met with patients.,8
Adger,,,ch5.93.*.08,Jack is having investigated crimes.,7
Adger,,,ch5.ex77-80.g.01,I might have been eating dinner.,8
Adger,,,ch5.ex77-80.g.02,I could have been reading the newspaper.,9
Adger,,,ch5.ex77-80.g.03,I should have been walking to work.,9
Adger,,,ch5.ex77-80.g.04,I would have been asking for help.,9
Adger,,,ch5.ex77-80.g.05,She would have been wearing a red hat.,10
Adger,,,ch5.ex77-80.g.06,She should have been holding my hand.,9
Adger,,,ch5.ex77-80.g.07,She could have been finishing her homework.,9
Adger,,,ch5.ex77-80.g.08,She might have been watching television.,8
Adger,,,ch6.100.*.01,There arrived by Stan.,6
Adger,,,ch6.100.*.02,There fell by the earthquake.,7
Adger,,,ch6.100.*.03,There emerged by the committee.,7
Adger,,,ch6.100.*.04,There existed by the family.,7
Adger,,,ch6.100.*.05,There ensued by the candidates.,7
Adger,,,ch6.100.*.06,There arose by the relationship.,7
Adger,,,ch6.100.*.07,There shook by the earthquake.,7
Adger,,,ch6.100.*.08,There arrived by the general.,7
Adger,,,ch6.102.*.01,There were killed three men by the assassin.,10
Adger,,,ch6.102.*.02,There was adopted a kitten by the little boy.,11
Adger,,,ch6.102.*.03,There were refinanced two mortgages by the bank.,10
Adger,,,ch6.102.*.04,There were provided three meals by the soup kitchen.,11
Adger,,,ch6.102.*.05,There were destroyed ten homes by the fire.,10
Adger,,,ch6.102.*.06,There were closed four schools by the budget cuts.,11
Adger,,,ch6.102.*.07,There were performed six marriages by the minister.,10
Adger,,,ch6.102.*.08,There were robbed eight casinos by the criminals.,10
Adger,,,ch6.102.g.01,Three men were killed by the assasin.,9
Adger,,,ch6.102.g.02,A kitten was adopted by the little boy.,10
Adger,,,ch6.102.g.03,Two mortgages were refinanced by the bank.,9
Adger,,,ch6.102.g.04,Three meals were provided by the soup kitchen.,10
Adger,,,ch6.102.g.05,Ten homes were destroyed by the fire.,9
Adger,,,ch6.102.g.06,Four schools were closed by the budget cuts.,10
Adger,,,ch6.102.g.07,Six marriages were performed by the minister.,9
Adger,,,ch6.102.g.08,Eight casinos were robbed by the criminals.,9
Adger,,,ch6.106.*.01,Elliot quickly may free the animals.,8
Adger,,,ch6.106.*.02,Debbie slowly should adjust the volume.,8
Adger,,,ch6.106.*.03,Lewis easily will pass the test.,8
Adger,,,ch6.106.*.04,Matt suddenly may decide to leave.,8
Adger,,,ch6.106.*.05,Tania thoroughly should check her work.,8
Adger,,,ch6.106.*.06,Jenny accurately will calculate the results.,8
Adger,,,ch6.106.*.07,Nick safely will transport the cargo.,8
Adger,,,ch6.106.*.08,Dennis carefully must place the vase back on the shelf.,12
Adger,,,ch6.107.g.01,Elliot may quickly free the animals.,8
Adger,,,ch6.107.g.02,Debbie should slowly adjust the volume.,8
Adger,,,ch6.107.g.03,Lewis will easily pass the test.,8
Adger,,,ch6.107.g.04,Matt may suddenly decide to leave.,8
Adger,,,ch6.107.g.05,Tania should thoroughly check her work.,8
Adger,,,ch6.107.g.06,Jenny will accurately calculate the results.,8
Adger,,,ch6.107.g.07,Nick will safely transport the cargo.,8
Adger,,,ch6.107.g.08,Dennis must carefully place the vase back on the shelf.,12
Adger,,,ch6.108-109.g.01,Elliot could quickly have freed the animals.,9
Adger,,,ch6.108-109.g.02,Debbie should slowly be adjusting the volume.,9
Adger,,,ch6.108-109.g.03,Lewis would easily have passed the test.,9
Adger,,,ch6.108-109.g.04,Matt could suddenly have decided to leave.,9
Adger,,,ch6.108-109.g.05,Tania should thoroughly have checked her work.,9
Adger,,,ch6.108-109.g.06,Jenny would accurately have calculatd the results.,9
Adger,,,ch6.108-109.g.07,Nick would safely have transported the cargo.,9
Adger,,,ch6.108-109.g.08,Dennis should carefully have placed the vase back on the shelf.,13
Adger,,,ch6.112-113.*.01,Garry failed often calculus exams.,7
Adger,,,ch6.112-113.*.02,Ron captured quickly the flag.,7
Adger,,,ch6.112-113.*.03,Wendy won rarely arguments.,6
Adger,,,ch6.112-113.*.04,Sam read slowly the report.,7
Adger,,,ch6.112-113.*.05,Natalie lifted easily the weights.,7
Adger,,,ch6.112-113.*.06,Fred drove safely the car.,7
Adger,,,ch6.112-113.*.07,Adrian replaced carefully the battery.,7
Adger,,,ch6.112-113.*.08,Tracy inspected thoroughly the damage.,7
Adger,,,ch6.112-113.g.01,Garry often failed calculus exams.,7
Adger,,,ch6.112-113.g.02,Ron quickly captured the flag.,7
Adger,,,ch6.112-113.g.03,Wendy rarely won arguments.,6
Adger,,,ch6.112-113.g.04,Sam slowly read the report.,7
Adger,,,ch6.112-113.g.05,Natalie easily lifted the weights.,7
Adger,,,ch6.112-113.g.06,Fred safely drove the car.,7
Adger,,,ch6.112-113.g.07,Adrian carefully replaced the battery.,7
Adger,,,ch6.112-113.g.08,Tracy thoroughly inspected the damage.,7
Adger,,,ch6.38.g.01,She has kissed her.,6
Adger,,,ch6.38.g.02,I offered them some tea.,7
Adger,,,ch6.38.g.03,He has called him.,6
Adger,,,ch6.38.g.04,They sent me a birthday card.,8
Adger,,,ch6.38.g.05,We met him at the office.,8
Adger,,,ch6.38.g.06,She told me to go home.,8
Adger,,,ch6.38.g.07,He asked her to borrow the car.,9
Adger,,,ch6.38.g.08,I invited them to the party.,8
Adger,,,ch6.39.*.01,Her has kissed her.,6
Adger,,,ch6.39.*.02,Me offered them some tea.,7
Adger,,,ch6.39.*.03,Him has called him.,6
Adger,,,ch6.39.*.04,Them sent me a birthday card.,8
Adger,,,ch6.39.*.05,Us met him at the office.,8
Adger,,,ch6.39.*.06,Her told me to go home.,8
Adger,,,ch6.39.*.07,Him asked her to borrow the car.,9
Adger,,,ch6.39.*.08,Me invited them to the party.,8
Adger,,,ch6.40.*.01,She has kissed she.,6
Adger,,,ch6.40.*.02,I offered they some tea.,7
Adger,,,ch6.40.*.03,He has called he.,6
Adger,,,ch6.40.*.04,They sent I a birthday card.,8
Adger,,,ch6.40.*.05,We met he at the office.,8
Adger,,,ch6.40.*.06,She told I to go home.,8
Adger,,,ch6.40.*.07,He asked she to borrow the car.,9
Adger,,,ch6.40.*.08,I invited they to the party.,8
Adger,,,ch6.45a.*.01,There was he in the garden.,8
Adger,,,ch6.45a.*.02,There was she in the classroom.,8
Adger,,,ch6.45a.*.03,There were we at the concert.,8
Adger,,,ch6.45a.*.04,There was I at the meeting.,8
Adger,,,ch6.45a.*.05,There was I in the kitchen.,8
Adger,,,ch6.45a.*.06,There were we cleaning the house.,8
Adger,,,ch6.45a.*.07,There was she tending the bar.,8
Adger,,,ch6.45a.*.08,There was he grooming the dog.,8
Adger,,,ch6.45b.*.01,There was him in the garden.,8
Adger,,,ch6.45b.*.02,There was her in the classroom.,8
Adger,,,ch6.45b.*.03,There were us at the concert.,8
Adger,,,ch6.45b.*.04,There was me at the meeting.,8
Adger,,,ch6.45b.*.05,There was me in the kitchen.,8
Adger,,,ch6.45b.*.06,There were us cleaning the house.,8
Adger,,,ch6.45b.*.07,There was her tending the bar.,8
Adger,,,ch6.45b.*.08,There was him grooming the dog.,8
Adger,,,ch6.45c.g.01,There was a man in the garden.,9
Adger,,,ch6.45c.g.02,There was a girl in the classroom.,9
Adger,,,ch6.45c.g.03,There were two reporters at the concert.,9
Adger,,,ch6.45c.g.04,There was a spy at the meeting.,9
Adger,,,ch6.45c.g.05,There was a chef in the kitchen.,9
Adger,,,ch6.45c.g.06,There were two people cleaning the house.,9
Adger,,,ch6.45c.g.07,There was a woman tending the bar.,9
Adger,,,ch6.45c.g.08,There was a boy grooming the dog.,9
Adger,,,ch6.5-6.g.01,All the horses had escaped.,7
Adger,,,ch6.5-6.g.02,Both the twins had attended the party.,9
Adger,,,ch6.5-6.g.03,All the teachers had left for the holiday.,10
Adger,,,ch6.5-6.g.04,Both the parents had arranged a babysitter.,9
Adger,,,ch6.5-6.g.05,Both my hands had gone numb in the cold.,11
Adger,,,ch6.5-6.g.06,All the employees had asked for a raise.,10
Adger,,,ch6.5-6.g.07,Both my feet had become sore from hiking.,10
Adger,,,ch6.5-6.g.08,All the students had completed the exam.,9
Adger,,,ch6.58.*.01,Him has he known.,6
Adger,,,ch6.58.*.02,Her have I invited to dinner.,8
Adger,,,ch6.58.*.03,Me have they inspired.,6
Adger,,,ch6.58.*.04,Them has she inspired.,6
Adger,,,ch6.58.*.05,Them has she overestimated.,6
Adger,,,ch6.58.*.06,Me have they undermined.,6
Adger,,,ch6.58.*.07,Her have I congratulated.,6
Adger,,,ch6.58.*.08,Him has he confused.,6
Adger,,,ch6.58.g.01,He has known him.,6
Adger,,,ch6.58.g.02,I have invited her to dinner.,8
Adger,,,ch6.58.g.03,They have insired me.,6
Adger,,,ch6.58.g.04,She has complimented them.,6
Adger,,,ch6.58.g.05,She has overestimated them.,6
Adger,,,ch6.58.g.06,They have undermined me.,6
Adger,,,ch6.58.g.07,I have congratulated her.,6
Adger,,,ch6.58.g.08,He has confused him.,6
Adger,,,ch6.7-8.g.01,The horses had all escaped.,7
Adger,,,ch6.7-8.g.02,The twins had both attended the party.,9
Adger,,,ch6.7-8.g.03,The teachers had all left for the holiday.,10
Adger,,,ch6.7-8.g.04,The parents had both arranged a babysitter.,9
Adger,,,ch6.7-8.g.05,My hands had both gone numb in the cold.,11
Adger,,,ch6.7-8.g.06,The employees had all asked for a raise.,10
Adger,,,ch6.7-8.g.07,My feet had both become sore from hiking.,10
Adger,,,ch6.7-8.g.08,The students had all completed the exam.,9
Adger,,,ch6.9-10.*.01,Horses have most been domesticated.,7
Adger,,,ch6.9-10.*.02,Twins have many been studied by doctors.,9
Adger,,,ch6.9-10.*.03,Teachers have most been certified by the state.,10
Adger,,,ch6.9-10.*.04,Parents have many taken child safety classes.,9
Adger,,,ch6.9-10.*.05,Doctors have many recommended yearly physicals.,8
Adger,,,ch6.9-10.*.06,Employees have most joined a union.,8
Adger,,,ch6.9-10.*.07,Shoes have many been designed for serious hiking.,10
Adger,,,ch6.9-10.*.08,Students have most applied for financial aid.,9
Adger,,,ch6.9-10.g.01,Most horses have been domesticated.,7
Adger,,,ch6.9-10.g.02,Many twins have been studied by doctors.,9
Adger,,,ch6.9-10.g.03,Most teachers have been certified by the state.,10
Adger,,,ch6.9-10.g.04,Many parents have taken child safety classes.,9
Adger,,,ch6.9-10.g.05,Many doctors have recommended yearly physicals.,8
Adger,,,ch6.9-10.g.06,Most employees have joined a union.,8
Adger,,,ch6.9-10.g.07,Many shoes have been designed for serious hiking.,10
Adger,,,ch6.9-10.g.08,Most students have applied for financial aid.,9
Adger,,,ch6.93.*.01,The clothes were stole.,6
Adger,,,ch6.93.*.02,The cookies were ate.,6
Adger,,,ch6.93.*.03,The essay was wrote.,6
Adger,,,ch6.93.*.04,The car was drove.,6
Adger,,,ch6.93.*.05,The treasure was hid.,6
Adger,,,ch6.93.*.06,The winner was chose.,6
Adger,,,ch6.93.*.07,The vows were spoke.,6
Adger,,,ch6.93.*.08,The baby was woke.,6
Adger,,,ch6.93.*.09,The mailman was bit.,6
Adger,,,ch6.93.g.01,The clothes were stolen.,6
Adger,,,ch6.93.g.02,The cookies were eaten.,6
Adger,,,ch6.93.g.03,The essay was written.,6
Adger,,,ch6.93.g.04,The car was driven.,6
Adger,,,ch6.93.g.05,The treasure was hidden.,6
Adger,,,ch6.93.g.06,The winner was chosen.,6
Adger,,,ch6.93.g.07,The vows were spoken.,6
Adger,,,ch6.93.g.08,The baby was woken.,6
Adger,,,ch6.93.g.09,The mailman was bitten.,6
Adger,,,ch6.98.g.01,The boy was killed by Stan.,8
Adger,,,ch6.98.g.02,The window was purchased by the contractor.,9
Adger,,,ch6.98.g.03,The problem was discussed by the committee.,9
Adger,,,ch6.98.g.04,The dog was adopted by the family.,9
Adger,,,ch6.98.g.05,The debate was televised by the network.,9
Adger,,,ch6.98.g.06,The situation was anticipated by the couple.,9
Adger,,,ch6.98.g.07,The bed was made by the guest.,9
Adger,,,ch6.98.g.08,The soldier was discharged by the general.,9
Adger,,,ch6.99.*.01,The boy arrived by Stan.,7
Adger,,,ch6.99.*.02,The window fell by the earthquake.,8
Adger,,,ch6.99.*.03,The problem emerged by the committee.,8
Adger,,,ch6.99.*.04,The dog existed by the family.,8
Adger,,,ch6.99.*.05,The debate ensued by the candidates.,8
Adger,,,ch6.99.*.06,The situation arose by the relationship.,8
Adger,,,ch6.99.*.07,The bed shook by the earthquake.,8
Adger,,,ch6.99.*.08,The soldier arrived by the general.,8
Adger,,,ch7.102.g.01,My book is on the desk.,8
Adger,,,ch7.102.g.02,My shirt is in the laundry basket.,9
Adger,,,ch7.102.g.03,My friend is on the phone.,8
Adger,,,ch7.102.g.04,My cousin is in the army.,8
Adger,,,ch7.102.g.05,My jacket is in the closet.,8
Adger,,,ch7.102.g.06,My poem is in the anthology.,8
Adger,,,ch7.102.g.07,My opinion article is in the newspaper.,9
Adger,,,ch7.102.g.08,My necklace is for sale on ebay.,9
Adger,,,ch7.103.*.01,A book of my is on the desk.,10
Adger,,,ch7.103.*.02,A shirt of my is in the laundry basket.,11
Adger,,,ch7.103.*.03,A friend of my is on the phone.,10
Adger,,,ch7.103.*.04,A cousin of my is in the army.,10
Adger,,,ch7.103.*.05,A jacket of my is in the closet.,10
Adger,,,ch7.103.*.06,A poem of my is in the anthology.,10
Adger,,,ch7.103.*.07,A opinion of my article is in the newspaper.,11
Adger,,,ch7.103.*.08,A necklace of my is for sale on ebay.,11
Adger,,,ch7.104.g.01,A book of mine is on the desk.,10
Adger,,,ch7.104.g.02,A shirt of mine is in the laundry basket.,11
Adger,,,ch7.104.g.03,A friend of mine is on the phone.,10
Adger,,,ch7.104.g.04,A cousin of mine is in the army.,10
Adger,,,ch7.104.g.05,A jacket of mine is in the closet.,10
Adger,,,ch7.104.g.06,A poem of mine is in the anthology.,10
Adger,,,ch7.104.g.07,A opinion of mine article is in the newspaper.,11
Adger,,,ch7.104.g.08,A necklace of mine is for sale on ebay.,11
Adger,,,ch7.105.*.01,The therapist's analysis of Morticia's was flawed.,9
Adger,,,ch7.105.*.02,The announcer's introduction of Ted's was humorous.,9
Adger,,,ch7.105.*.03,The manager's recommendation of Lois's was stellar.,9
Adger,,,ch7.105.*.04,The army's destruction of Rome's was swift.,9
Adger,,,ch7.105.*.05,The detective's investigation of John's was thorough.,9
Adger,,,ch7.105.*.06,The president's appointment of Paul's was controversial.,9
Adger,,,ch7.105.*.07,The receptionist's resentment of Cindy's was unhealthy.,9
Adger,,,ch7.105.*.08,The host's invitation of Kim's was controversial.,9
Adger,,,ch7.105.g.01,The therapist's analysis of Morticia was flawed.,9
Adger,,,ch7.105.g.02,The announcer's introduction of Ted was humorous.,9
Adger,,,ch7.105.g.03,The manager's recommendation of Lois was stellar.,9
Adger,,,ch7.105.g.04,The army's destruction of Rome was swift.,9
Adger,,,ch7.105.g.05,The detective's investigation of John was thorough.,9
Adger,,,ch7.105.g.06,The president's appointment of Paul was controversial.,9
Adger,,,ch7.105.g.07,The receptionist's resentment of Cindy was unhealthy.,9
Adger,,,ch7.105.g.08,The host's invitation of Kim was controversial.,9
Adger,,,ch7.3.g.01,The letters are on the table.,8
Adger,,,ch7.3.g.02,Those cats are in the yard.,8
Adger,,,ch7.3.g.03,Some boxes are on the shelf.,8
Adger,,,ch7.3.g.04,These coats belong in the closet.,8
Adger,,,ch7.3.g.05,Some plants need to be watered daily.,9
Adger,,,ch7.3.g.06,Many mosquitoes spread malaria.,6
Adger,,,ch7.3.g.07,Every duck has webbed feet.,7
Adger,,,ch7.3.g.08,That elephant has long tusks.,7
Adger,,,ch7.30-33.*.01,The this man needs a taxi.,8
Adger,,,ch7.30-33.*.02,Each a guest gets a complimentary breakfast.,9
Adger,,,ch7.30-33.*.03,Some those letters have the incorrect postage.,9
Adger,,,ch7.30-33.*.04,A the detective solved the case.,8
Adger,,,ch7.30-33.*.05,Some these groceries need to be refrigerated.,9
Adger,,,ch7.30-33.*.06,The a band released a new album.,9
Adger,,,ch7.30-33.*.07,Each the employee called in sick.,8
Adger,,,ch7.30-33.*.08,This the house is for sale.,8
Adger,,,ch7.30-33.g.01,This man needs a taxi.,7
Adger,,,ch7.30-33.g.02,Each guest gets a complimentary breakfast.,8
Adger,,,ch7.30-33.g.03,Those letters have the incorrect postage.,8
Adger,,,ch7.30-33.g.04,The detective solved the case.,7
Adger,,,ch7.30-33.g.05,These groceries need to be refrigerated.,8
Adger,,,ch7.30-33.g.06,The band released a new album.,8
Adger,,,ch7.30-33.g.07,The employee called in sick.,7
Adger,,,ch7.30-33.g.08,This house is for sale.,7
